序号,交易日期,客户ID,交易金额,交易次数,成员类型,省份
480,2017/3/1,C095390023,1.98,2,线上成员,宁夏
481,2017/3/1,C2801-1098,355.62,2,自助成员,青海
482,2017/3/1,C4201-39,2251.65,3,线上成员,西藏
483,2017/3/1,Z03042,1361.9,4,线下成员,广西
484,2017/3/2,205,5291.79,63,自助成员,广西
485,2017/3/2,213,2697.5,9,线上成员,内蒙
486,2017/3/2,261,1756.79,12,线上成员,广西
487,2017/3/2,447,1405.3,7,线下成员,西藏
488,2017/3/2,536,1152.91,15,线上成员,广西
489,2017/3/2,667,2212.15,17,自助成员,广州
490,2017/3/2,726,5631.4,38,线上成员,广西
491,2017/3/2,887,2552.12,13,线下成员,甘肃
492,2017/3/2,1096,1440.99,19,自助成员,上海
493,2017/3/2,1338,5134.42,48,线下成员,甘肃
494,2017/3/2,1400,7.71,1,线上成员,江苏
495,2017/3/2,1487,13000,1,自助成员,内蒙
496,2017/3/2,1914,3358.39,9,线下成员,上海
497,2017/3/2,2449,1742.21,7,自助成员,西藏
498,2017/3/2,2566,2499.98,22,线上成员,上海
499,2017/3/2,2721,2003.03,15,线下成员,青海
500,2017/3/2,2947,3468.76,12,线下成员,甘肃
501,2017/3/2,3229,12210,7,线下成员,广西
502,2017/3/2,3294,297.11,2,自助成员,宁夏
503,2017/3/2,3433,46.09,1,线上成员,广州
504,2017/3/2,3600,6294.43,53,自助成员,江苏
505,2017/3/2,3622,872.95,21,线上成员,江苏
506,2017/3/2,3870,1753.05,10,自助成员,甘肃
507,2017/3/2,3993,165270,170,线上成员,青海
508,2017/3/2,4060,41680,90,线上成员,青海
509,2017/3/2,4652,575.9,15,线下成员,宁夏
510,2017/3/2,4738,30000,6,线下成员,广西
511,2017/3/2,4764,378,1,线下成员,宁夏
512,2017/3/2,4871,11898.48,127,自助成员,江苏
513,2017/3/2,5099,2416.95,20,线上成员,广西
514,2017/3/2,5206,1303.4,19,线下成员,青海
515,2017/3/2,5211,2483.23,27,线上成员,内蒙
516,2017/3/2,5228,4134.92,43,线上成员,甘肃
517,2017/3/2,5263,1107.74,8,线下成员,西藏
518,2017/3/2,5278,8182.05,19,线下成员,广州
519,2017/3/2,5504,325010,140,线下成员,内蒙
520,2017/3/2,5724,618.22,7,线下成员,江苏
521,2017/3/2,5815,165127,170,自助成员,甘肃
522,2017/3/2,5878,154,1,自助成员,广西
523,2017/3/2,5892,164918,170,线上成员,西藏
524,2017/3/2,5897,330849,340,线下成员,江苏
525,2017/3/2,5935,1835.3,33,线下成员,广州
526,2017/3/2,6078,294,7,自助成员,广州
527,2017/3/2,6439,4373.15,16,线上成员,宁夏
528,2017/3/2,6517,629.55,3,线上成员,宁夏
529,2017/3/2,6712,1946.72,18,线上成员,甘肃
530,2017/3/2,6810,1159,10,自助成员,青海
531,2017/3/2,6813,24,1,线下成员,广西
532,2017/3/2,6931,4589.32,29,线上成员,广西
533,2017/3/2,6961,569.42,1,线下成员,宁夏
534,2017/3/2,7157,33854,35,自助成员,青海
535,2017/3/2,7437,2192.09,27,线上成员,青海
536,2017/3/2,7453,16493.4,14,线下成员,宁夏
537,2017/3/2,7603,4709.02,36,线下成员,江苏
538,2017/3/2,8239,320.04,3,线下成员,甘肃
539,2017/3/2,9197,165738,170,自助成员,上海
540,2017/3/2,9201,165285,170,线下成员,上海
541,2017/3/2,9213,165286,170,线下成员,甘肃
542,2017/3/2,9757,707.5,10,线下成员,西藏
543,2017/3/2,9826,1298.02,12,自助成员,广西
544,2017/3/2,10475,2829.17,26,自助成员,内蒙
545,2017/3/2,10599,3237.54,22,线上成员,内蒙
546,2017/3/2,10643,3216.77,31,线上成员,广西
547,2017/3/2,11166,2671.46,6,线上成员,广西
548,2017/3/2,11387,448.52,2,自助成员,西藏
549,2017/3/2,11590,15639.26,14,自助成员,广西
550,2017/3/2,12216,6487.67,57,线上成员,西藏
551,2017/3/2,12429,1741.87,12,线上成员,江苏
552,2017/3/2,12877,10,10,自助成员,青海
553,2017/3/2,12913,5470.51,47,线下成员,广州
554,2017/3/2,12999,14375.18,14,线上成员,青海
555,2017/3/2,13439,18.9,1,自助成员,江苏
556,2017/3/2,13662,179363.1,87,自助成员,内蒙
557,2017/3/2,14042,73.19,5,自助成员,江苏
558,2017/3/2,14634,1035.56,8,线下成员,西藏
559,2017/3/2,14713,3922.4,43,线下成员,内蒙
560,2017/3/2,14752,278.12,2,自助成员,广西
561,2017/3/2,1001-1463,3652.86,58,线下成员,内蒙
562,2017/3/2,1001-1464,5200,1,线下成员,甘肃
563,2017/3/2,1001-1493,1125.24,14,线下成员,上海
564,2017/3/2,1001-1505,1846.38,14,线下成员,内蒙
565,2017/3/2,100101-46,901.38,2,线上成员,甘肃
566,2017/3/2,100700,78378.62,40,线下成员,甘肃
567,2017/3/2,100729,4590.88,20,线上成员,上海
568,2017/3/2,100756,2131.32,19,自助成员,广州
569,2017/3/2,100762,2447.97,8,自助成员,甘肃
570,2017/3/2,100904-3240,392.68,1,线下成员,西藏
571,2017/3/2,1010-712,254.3,1,线上成员,宁夏
572,2017/3/2,101005,56788.63,30,自助成员,江苏
573,2017/3/2,1011-136,4223.3,46,自助成员,甘肃
574,2017/3/2,1011-32,1111.05,4,线上成员,广西
575,2017/3/2,101108-3215,1609.65,3,自助成员,广西
576,2017/3/2,1301-1636,9072.37,23,线下成员,上海
577,2017/3/2,1301-1643,57956.86,30,线上成员,青海
578,2017/3/2,1301-272,1345.59,5,自助成员,甘肃
579,2017/3/2,1301-842,901.01,5,线下成员,上海
580,2017/3/2,1301-861,4941.9,40,线下成员,甘肃
581,2017/3/2,1301-862,2859.82,21,线下成员,江苏
582,2017/3/2,1301-863,47952.42,25,线上成员,西藏
583,2017/3/2,1301-864,3639.42,31,线上成员,宁夏
584,2017/3/2,1301-869,0,1,线下成员,江苏
585,2017/3/2,1301-873,0,10,线上成员,西藏
586,2017/3/2,1301-878,105847.4,39,线上成员,西藏
587,2017/3/2,1301-892,1240,2,线下成员,西藏
588,2017/3/2,1301-894,5745.6,35,线下成员,广州
589,2017/3/2,1301-899,238.12,5,线上成员,广西
590,2017/3/2,1301-913,77896.09,40,线上成员,广州
591,2017/3/2,130108-846,459.38,4,线下成员,宁夏
592,2017/3/2,1303-849,912.88,6,自助成员,江苏
593,2017/3/2,1304-848,506.4,3,线上成员,广西
594,2017/3/2,1305-843,558.12,4,自助成员,宁夏
595,2017/3/2,1306-1317,3320.1,1,自助成员,上海
596,2017/3/2,1306-839,1085.81,5,线下成员,上海
597,2017/3/2,1306-841,5967.02,25,自助成员,青海
598,2017/3/2,1307-3217,150,1,自助成员,青海
599,2017/3/2,1310-1638,450,1,线上成员,宁夏
600,2017/3/2,1401-112,1875.4,12,自助成员,广西
601,2017/3/2,1401-1263,9720,9,自助成员,广州
602,2017/3/2,1401-8,84.5,1,线上成员,上海
603,2017/3/2,1405-1644,5660.99,8,线上成员,青海
604,2017/3/2,140504-1258,1476.95,7,自助成员,宁夏
605,2017/3/2,140504-1645,280,6,线下成员,内蒙
606,2017/3/2,1501-1366,1785.57,11,线上成员,江苏
607,2017/3/2,1501-1370,906,1,自助成员,甘肃
608,2017/3/2,1601-1800,1173.19,4,线下成员,青海
609,2017/3/2,1601-1811,1762.24,10,自助成员,宁夏
610,2017/3/2,1601-1812,458.99,1,自助成员,宁夏
611,2017/3/2,1601-2203,315742.84,189,自助成员,广州
612,2017/3/2,1601-2956,2758.06,21,线上成员,内蒙
613,2017/3/2,1601-307,305990.63,196,线上成员,宁夏
614,2017/3/2,1601-49,3741.35,13,线下成员,西藏
615,2017/3/2,1601-9631,5365.12,4,自助成员,青海
616,2017/3/2,1601-998,782.22,3,自助成员,广西
617,2017/3/2,1602-12,3336.66,12,线上成员,上海
618,2017/3/2,1602-141,1380.16,11,自助成员,青海
619,2017/3/2,1602-1674,196.2,2,自助成员,青海
620,2017/3/2,1602-1676,326.48,2,自助成员,宁夏
621,2017/3/2,1602-1683,2122.49,10,自助成员,内蒙
622,2017/3/2,1602-1685,2469.96,24,线下成员,内蒙
623,2017/3/2,1602-1698,1569.87,12,自助成员,青海
624,2017/3/2,1602-268,2465.87,35,线上成员,广州
625,2017/3/2,1602-3397,560.29,1,线下成员,甘肃
626,2017/3/2,160203-145,4110.59,41,线上成员,江苏
627,2017/3/2,1603-20,1458.96,19,线上成员,宁夏
628,2017/3/2,1604-70,5395.65,44,线上成员,上海
629,2017/3/2,160507-3399,684.18,7,自助成员,宁夏
630,2017/3/2,160507-571,3624.56,2,自助成员,西藏
631,2017/3/2,1608-1742,817,2,自助成员,上海
632,2017/3/2,1608-298,294618.07,176,自助成员,宁夏
633,2017/3/2,1609-26,3745.75,57,线上成员,西藏
634,2017/3/2,1611-992,794.64,5,线下成员,广州
635,2017/3/2,1612-168,4881.68,35,自助成员,上海
636,2017/3/2,1612-5,970.75,14,线下成员,宁夏
637,2017/3/2,1613-28,4319.6,9,线上成员,广西
638,2017/3/2,1701-11,3667.27,19,自助成员,青海
639,2017/3/2,1701-195,2722.4,30,线下成员,青海
640,2017/3/2,1701-196,9403.03,105,线上成员,甘肃
641,2017/3/2,1701-200,2616.96,7,自助成员,内蒙
642,2017/3/2,1701-2165,976.75,9,线下成员,广西
643,2017/3/2,1701-2172,849.35,6,线下成员,西藏
644,2017/3/2,1701-2188,665.9,4,线下成员,内蒙
645,2017/3/2,1702-14,513.31,2,自助成员,宁夏
646,2017/3/2,1702-212,43734.48,52,自助成员,宁夏
647,2017/3/2,1702-2262,381.87,3,线下成员,甘肃
648,2017/3/2,1702-2289,440,2,自助成员,青海
649,2017/3/2,1702-2313,664,4,线下成员,上海
650,2017/3/2,1702-2317,102012.45,105,线上成员,上海
651,2017/3/2,1702-2318,110777.36,81,线下成员,西藏
652,2017/3/2,1702-2322,110357.21,89,线上成员,内蒙
653,2017/3/2,1702-2354,104522.24,80,自助成员,广州
654,2017/3/2,1702-407,161223.82,172,线下成员,上海
655,2017/3/2,1702-414,109508.87,85,自助成员,宁夏
656,2017/3/2,170207-215,3443.09,2,线上成员,宁夏
657,2017/3/2,1704-2178,24.5,1,线上成员,广西
658,2017/3/2,1704-2215,0,10,线上成员,宁夏
659,2017/3/2,1704-2231,1893.62,10,线下成员,宁夏
660,2017/3/2,170406-2205,0,10,线上成员,宁夏
661,2017/3/2,1710-34,330.6,3,线上成员,青海
662,2017/3/2,1801-2070,407.3,2,线下成员,内蒙
663,2017/3/2,1801-2117,379.8,1,线上成员,青海
664,2017/3/2,1801-43,1522.93,2,线上成员,宁夏
665,2017/3/2,180402-132,406.54,1,自助成员,广州
666,2017/3/2,1810-3278,646.13,1,自助成员,广西
667,2017/3/2,1902-2400,4901.57,60,线上成员,内蒙
668,2017/3/2,1902-2410,796,1,自助成员,内蒙
669,2017/3/2,1905-2434,1920,1,线下成员,上海
670,2017/3/2,1905-2439,1000,1,自助成员,广西
671,2017/3/2,1905-2444,1065.57,4,线上成员,广西
672,2017/3/2,1905-2451,65.74,1,线上成员,广西
673,2017/3/2,1905-2453,585.14,3,自助成员,上海
674,2017/3/2,1905-2461,2180,3,线下成员,上海
675,2017/3/2,1905-2462,5404,6,自助成员,上海
676,2017/3/2,1905-2465,180,1,线上成员,青海
677,2017/3/2,1905-2467,382,4,自助成员,宁夏
678,2017/3/2,190505-2456,770,1,自助成员,广西
679,2017/3/2,190506-2455,480,2,线下成员,甘肃
680,2017/3/2,2001-231,3241.55,25,线下成员,青海
681,2017/3/2,2101-163,2324.93,41,线下成员,广西
682,2017/3/2,2101-1858,3078.52,22,线上成员,西藏
683,2017/3/2,2101-1878,3208.89,24,线下成员,广州
684,2017/3/2,2101-48,1939.56,6,自助成员,上海
685,2017/3/2,2102-167,3941.95,28,线下成员,宁夏
686,2017/3/2,2102-3295,3440,1,线下成员,江苏
687,2017/3/2,2102-3300,4388,5,线上成员,上海
688,2017/3/2,2102-3312,52421,54,自助成员,上海
689,2017/3/2,2102-3314,46253,47,线下成员,广州
690,2017/3/2,2102-3319,3008.63,18,线下成员,宁夏
691,2017/3/2,2102-3326,50028,51,自助成员,广州
692,2017/3/2,2102-3336,300,1,自助成员,宁夏
693,2017/3/2,2103-1920,800,2,线上成员,西藏
694,2017/3/2,2103-1943,2690.81,21,线上成员,上海
695,2017/3/2,2103-3284,6688.39,29,线上成员,内蒙
696,2017/3/2,74266,1166.15,2,线下成员,广西
697,2017/3/2,75515,5063.64,7,线上成员,西藏
698,2017/3/2,2106-1962,300,2,线上成员,青海
699,2017/3/2,2106-3158,380,1,自助成员,江苏
700,2017/3/2,2106-3167,444,1,线下成员,内蒙
701,2017/3/2,2106-3195,173.1,4,自助成员,宁夏
702,2017/3/2,2106-3196,4213.34,36,自助成员,上海
703,2017/3/2,2107-179,889.43,6,线下成员,上海
704,2017/3/2,2107-3299,1066.67,2,线上成员,上海
705,2017/3/2,2107-75,2345.65,5,线下成员,江苏
706,2017/3/2,210810-3151,496.51,3,线上成员,甘肃
707,2017/3/2,2109-1854,1004.64,2,线上成员,上海
708,2017/3/2,211004-3169,58000,10,线上成员,江苏
709,2017/3/2,2113-1997,1993.97,4,线下成员,内蒙
710,2017/3/2,2113-2026,5,1,线上成员,内蒙
711,2017/3/2,2113-2051,78,12,线下成员,甘肃
712,2017/3/2,2113-2067,10,2,线下成员,江苏
713,2017/3/2,2113-44,18230,2,自助成员,上海
714,2017/3/2,2114-171,1829.63,18,线下成员,广西
715,2017/3/2,2114-69,1848.9,4,线上成员,内蒙
716,2017/3/2,211402-264,170.54,1,线下成员,西藏
717,2017/3/2,2116-3274,1561.67,3,线上成员,内蒙
718,2017/3/2,2201-123,5460.16,34,线下成员,宁夏
719,2017/3/2,2201-1548,110,3,自助成员,内蒙
720,2017/3/2,2201-158,336.55,9,线下成员,内蒙
721,2017/3/2,2201-1595,1247.6,20,线下成员,内蒙
722,2017/3/2,2201-1614,3200.47,27,自助成员,广西
723,2017/3/2,2201-1615,2566.13,28,自助成员,内蒙
724,2017/3/2,2201-1616,6264.07,42,线下成员,江苏
725,2017/3/2,2201-961,8087.67,119,自助成员,甘肃
726,2017/3/2,220105-107,1363,1,线下成员,广西
727,2017/3/2,220108-100,1555.33,8,线上成员,江苏
728,2017/3/2,220109-1552,1028,3,线上成员,青海
729,2017/3/2,2204-1624,1110,3,线下成员,甘肃
730,2017/3/2,220604-1544,1730.82,5,线下成员,青海
731,2017/3/2,2207-1603,1103.89,6,线下成员,江苏
732,2017/3/2,2207-1619,200,1,线下成员,青海
733,2017/3/2,220807-263,105.9,1,线上成员,宁夏
734,2017/3/2,220808-1588,1035,4,线下成员,广西
735,2017/3/2,2210-1623,2050,2,自助成员,青海
736,2017/3/2,2211-1632,2688,3,自助成员,上海
737,2017/3/2,2211-1633,645,3,线下成员,广西
738,2017/3/2,2216-104,827.86,5,线下成员,甘肃
739,2017/3/2,2217-1587,810,1,自助成员,上海
740,2017/3/2,2218-1554,20,1,线上成员,青海
741,2017/3/2,2301-1007,852.56,9,自助成员,江苏
742,2017/3/2,2301-1039,30000,6,线下成员,西藏
743,2017/3/2,2301-1040,206.26,1,线上成员,西藏
744,2017/3/2,2301-1042,80000,30,自助成员,西藏
745,2017/3/2,2301-1046,80000,30,线上成员,甘肃
746,2017/3/2,2301-1049,8615.9,81,线上成员,西藏
747,2017/3/2,2301-1051,30000,6,线上成员,内蒙
748,2017/3/2,2301-1054,6256.44,36,自助成员,宁夏
749,2017/3/2,2301-1078,30000,6,线上成员,江苏
750,2017/3/2,2301-13,2284.53,8,自助成员,上海
751,2017/3/2,2301-2562,164.5,1,线下成员,甘肃
752,2017/3/2,2301-2574,1028.64,2,线上成员,广西
753,2017/3/2,2301-2575,498.41,6,自助成员,宁夏
754,2017/3/2,2301-2613,104.49,3,线下成员,江苏
755,2017/3/2,2301-2615,416.87,7,自助成员,青海
756,2017/3/2,2301-2617,1063.82,6,线下成员,广州
757,2017/3/2,2301-854,359.02,1,线上成员,江苏
758,2017/3/2,2301-94,1583.86,4,线上成员,广西
759,2017/3/2,2305-2544,4825.19,19,线下成员,青海
760,2017/3/2,2305-2558,25783.12,6,线上成员,上海
761,2017/3/2,2305-2559,51917.76,10,线下成员,广西
762,2017/3/2,2307-2619,631.88,2,自助成员,内蒙
763,2017/3/2,230705-2618,301.15,2,线上成员,上海
764,2017/3/2,2308-2566,60.02,2,自助成员,西藏
765,2017/3/2,231003-1031,742.25,1,线上成员,宁夏
766,2017/3/2,2401-142,312.2,1,线上成员,江苏
767,2017/3/2,2501-2808,439.07,2,自助成员,内蒙
768,2017/3/2,2501-2964,707.06,1,线下成员,江苏
769,2017/3/2,2501-40,10873.52,22,自助成员,江苏
770,2017/3/2,2501-424,383183.85,395,线下成员,上海
771,2017/3/2,2501-469,3478.36,30,自助成员,西藏
772,2017/3/2,2501-470,292.25,2,线下成员,青海
773,2017/3/2,219633,73482.5,79,线下成员,内蒙
774,2017/3/2,219694,701.5,4,自助成员,青海
775,2017/3/2,219756,10,10,自助成员,甘肃
776,2017/3/2,250103-496,1084.5,2,线上成员,青海
777,2017/3/2,250107-36,224005.95,233,线上成员,内蒙
778,2017/3/2,250107-413,132,1,线上成员,内蒙
779,2017/3/2,250107-418,10,10,线下成员,宁夏
780,2017/3/2,250108-515,10,10,线下成员,宁夏
781,2017/3/2,250112-38,647.42,5,线上成员,宁夏
782,2017/3/2,2503-229,3685.94,10,线下成员,内蒙
783,2017/3/2,2503-230,808.25,4,自助成员,内蒙
784,2017/3/2,2503-2804,348438.11,379,线上成员,内蒙
785,2017/3/2,2503-2820,270,1,线上成员,青海
786,2017/3/2,2503-2870,646.11,11,线上成员,青海
787,2017/3/2,2503-41,78.08,1,线上成员,青海
788,2017/3/2,250403-24,11511.84,18,线上成员,宁夏
789,2017/3/2,2506-42,131,1,线上成员,上海
790,2017/3/2,250604-2897,10,10,线下成员,西藏
791,2017/3/2,2507-2765,1193.5,5,线上成员,宁夏
792,2017/3/2,2516-2969,10,10,线下成员,甘肃
793,2017/3/2,2517-2974,796.02,1,线上成员,甘肃
794,2017/3/2,2601-3248,104984.5,150,线下成员,上海
795,2017/3/2,329086,7001.03,14,自助成员,江苏
796,2017/3/2,2801-104,3503.95,72,线下成员,江苏
797,2017/3/2,2801-1121,1066.28,7,线上成员,甘肃
798,2017/3/2,2801-1127,1326.98,6,线上成员,青海
799,2017/3/2,2801-1134,850.65,2,自助成员,江苏
800,2017/3/2,2801-1150,530.8,4,自助成员,宁夏
801,2017/3/2,2801-1200,1200.37,6,自助成员,宁夏
802,2017/3/2,2801-1201,3749.55,2,线下成员,广西
803,2017/3/2,2801-2749,982.33,8,自助成员,上海
804,2017/3/2,2801-2986,300.2,1,线下成员,广西
805,2017/3/2,2801-2988,35.35,1,线上成员,西藏
806,2017/3/2,2801-3002,647.47,2,自助成员,上海
807,2017/3/2,2801-3004,325.73,3,线上成员,青海
808,2017/3/2,2801-3005,882.9,8,线下成员,江苏
809,2017/3/2,2801-3006,902.42,1,自助成员,青海
810,2017/3/2,2801-3088,979.36,6,线上成员,广州
811,2017/3/2,2801-3092,2058.06,7,线下成员,内蒙
812,2017/3/2,2801-36,3417.63,11,线下成员,上海
813,2017/3/2,2801-39,933.3,2,线下成员,上海
814,2017/3/2,2801-57,2425.96,27,线下成员,上海
815,2017/3/2,281803-1128,294.03,3,线上成员,江苏
816,2017/3/2,3201-1210,92,2,自助成员,宁夏
817,2017/3/2,3201-1216,196.06,2,线上成员,青海
818,2017/3/2,3201-3225,2852.48,19,线下成员,甘肃
819,2017/3/2,3204-3221,167.81,1,线下成员,青海
820,2017/3/2,3207-3072,2949.5,10,自助成员,广西
821,2017/3/2,4201-135,1111.81,12,线下成员,内蒙
822,2017/3/2,4201-1511,592,4,线下成员,甘肃
823,2017/3/2,4201-1515,1424.16,7,自助成员,江苏
824,2017/3/2,4201-1520,1671,18,自助成员,甘肃
825,2017/3/2,4201-225,4648.74,47,线下成员,西藏
826,2017/3/2,4201-312,1157.32,9,线上成员,内蒙
827,2017/3/2,4201-3120,1143.48,13,线上成员,广州
828,2017/3/2,4201-3122,408.41,1,线下成员,广州
829,2017/3/2,4201-3131,425.1,2,自助成员,广州
830,2017/3/2,4201-325,536.7,2,自助成员,江苏
831,2017/3/2,4201-332,4416.86,8,线上成员,广西
832,2017/3/2,4201-345,2522.86,12,线上成员,甘肃
833,2017/3/2,4201-365,7480,11,线下成员,青海
834,2017/3/2,4201-366,92630,70,线上成员,江苏
835,2017/3/2,4201-370,3381.09,33,线下成员,宁夏
836,2017/3/2,4201-371,28.5,1,线下成员,江苏
837,2017/3/2,4201-377,2471.97,46,自助成员,西藏
838,2017/3/2,4201-391,4682.3,28,自助成员,广州
839,2017/3/2,4201-399,103070,78,线上成员,江苏
840,2017/3/2,4201-407,607.73,2,自助成员,宁夏
841,2017/3/2,4201-408,12155,12,线上成员,甘肃
842,2017/3/2,4301-50,1120.26,5,自助成员,广州
843,2017/3/2,4301-539,4420,10,自助成员,广西
844,2017/3/2,4301-543,22560,20,线下成员,江苏
845,2017/3/2,4301-548,18880,10,线下成员,西藏
846,2017/3/2,4301-559,24240,20,线上成员,上海
847,2017/3/2,4301-568,16000,10,自助成员,内蒙
848,2017/3/2,4301-574,13140,10,线上成员,西藏
849,2017/3/2,4301-618,60.7,2,线下成员,内蒙
850,2017/3/2,4401-45,8382.09,13,线下成员,广州
851,2017/3/2,4401-57,312.85,12,线上成员,西藏
852,2017/3/2,4401-702,148993.07,121,线下成员,广州
853,2017/3/2,4401-745,2377.62,26,线下成员,宁夏
854,2017/3/2,4401-746,107937.58,85,自助成员,广西
855,2017/3/2,4401-748,83368.51,67,线上成员,江苏
856,2017/3/2,4401-752,50673.96,38,线上成员,广西
857,2017/3/2,4401-754,80497.61,65,线上成员,内蒙
858,2017/3/2,4401-756,80049,64,线上成员,广西
